reading_id,recorded_at,building_zone,sensor_id,floor_number,occupancy_count,outdoor_temp_c,outdoor_humidity_pct,outdoor_pm25_ug_m3,indoor_temp_c,indoor_humidity_pct,co2_ppm,pm25_ug_m3,tvoc_ppb,air_flow_m3_h,fan_speed_rpm,hvac_power_kw,filter_pressure_pa,vibration_mm_s,maintenance_days,window_open_pct,equipment_age_years,firmware_version,diagnostic_state
266,2025-01-06T20:30,B04-Z01,S0013,1,34,35.86,63.54,18.95,33.33,49.69,522.99,6.17,239.75,2763.19,1391.56,36.72,122.59,2.29,6,21.33,9.4,v2.1.3,normal
267,2025-01-06T21:00,B05-Z03,S0050,3,40,19.76,66.98,63.36,17.0,54.93,687.78,31.69,366.99,2033.28,1646.79,22.49,216.64,2.18,103,3.8,7.7,v1.0.2,normal
268,2025-01-06T21:30,B06-Z03,S0109,3,20,28.65,57.3,54.65,27.84,53.54,534.61,17.65,216.9,2953.23,815.81,27.62,142.99,1.89,133,14.45,8.3,v2.1.3,normal
269,2025-01-06T22:00,B02-Z03,S0085,3,9,31.36,66.03,80.6,40.32,83.52,984.56,46.22,351.11,1879.34,1574.47,60.67,217.9,3.25,53,68.81,8.1,v2.0.1,thermal_issue
270,2025-01-06T22:30,B03-Z02,S0083,2,12,30.36,55.63,31.69,27.26,45.55,683.02,12.46,113.21,2479.54,1524.64,39.78,156.42,3.11,125,14.08,7.5,v1.0.2,normal
271,2025-01-06T23:00,B01-Z03,S0041,3,7,33.61,85.53,43.49,31.79,58.15,449.8,25.35,383.3,2813.93,1002.37,18.51,122.31,3.56,32,70.77,7.5,v2.0.1,normal
272,2025-01-06T23:30,B03-Z03,S0107,3,23,25.02,78.68,31.52,23.56,47.89,477.8,18.63,104.05,2415.27,1466.63,21.36,174.84,1.96,38,22.22,3.8,v2.0.1,normal
273,2025-01-07T00:00,B03-Z02,S0003,2,43,34.29,46.57,66.76,35.08,46.09,722.76,33.48,398.11,2154.18,1631.29,24.62,180.28,1.66,66,31.44,3.2,v1.1.0,normal
274,2025-01-07T00:30,B03-Z02,S0027,2,21,20.88,64.75,37.2,24.75,76.11,1889.32,42.65,401.94,664.08,1099.08,54.49,388.84,3.19,141,40.51,7.1,v2.1.3,ventilation_issue
275,2025-01-07T01:00,B06-Z03,S0004,3,41,29.54,53.27,46.04,32.39,60.08,1300.08,54.1,390.31,1060.65,1424.9,37.77,354.94,3.07,67,38.27,2.1,v2.0.1,ventilation_issue
276,2025-01-07T01:30,B03-Z02,S0026,2,29,24.62,62.71,41.41,25.63,56.41,426.84,12.71,333.49,2581.94,875.7,30.3,135.16,1.7,95,20.81,2.0,v1.0.2,normal
277,2025-01-07T02:00,B01-Z01,S0092,1,27,31.92,86.77,72.91,30.88,49.49,487.04,42.57,294.03,2938.78,1147.25,21.66,192.11,1.29,38,33.47,0.8,v2.0.1,normal
278,2025-01-07T02:30,B02-Z04,S0080,4,38,22.47,71.23,60.31,18.98,54.38,707.58,35.72,97.16,2356.58,1647.23,20.31,152.18,1.47,12,72.66,0.5,v2.1.3,normal
279,2025-01-07T03:00,B03-Z02,S0051,2,16,20.38,85.15,17.88,17.46,48.4,582.64,7.18,77.22,2455.32,1587.3,17.24,188.13,3.35,73,59.83,8.6,v2.0.1,normal
280,2025-01-07T03:30,B05-Z04,S0107,4,9,22.75,59.09,77.49,23.64,84.86,1863.68,80.29,131.43,1282.43,1560.9,51.44,431.75,0.87,127,9.28,0.9,v2.0.1,ventilation_issue
281,2025-01-07T04:00,B06-Z03,S0072,3,37,26.87,83.06,75.68,23.61,46.87,706.5,26.81,449.22,2035.61,1582.35,27.72,140.01,,64,14.45,7.4,v1.0.2,normal
282,2025-01-07T04:30,B03-Z03,S0004,3,17,35.66,50.49,41.15,37.23,47.12,526.77,12.7,62.26,2444.33,1421.81,32.69,162.78,2.6,146,25.99,1.7,v1.0.2,normal
283,2025-01-07T05:00,B06-Z01,S0037,1,25,19.0,48.18,81.63,17.29,52.98,478.74,48.12,353.5,3011.72,1485.4,17.23,203.76,0.72,80,34.59,8.6,v1.1.0,normal
284,2025-01-07T05:30,B03-Z04,S0086,4,5,24.61,53.99,46.18,22.94,50.37,618.11,15.1,193.28,2391.55,1221.02,24.21,130.5,1.08,135,12.41,1.3,v2.1.3,normal
285,2025-01-07T06:00,B04-Z02,S0011,2,27,26.6,51.69,23.95,31.02,81.04,1623.09,27.92,241.22,638.18,1453.35,36.91,326.31,3.14,5,46.85,1.5,v2.1.3,ventilation_issue
286,2025-01-07T06:30,B02-Z02,S0101,2,11,25.07,48.75,76.37,22.86,56.74,570.15,38.27,90.51,2673.33,815.23,21.63,216.34,1.21,102,34.7,1.6,v1.1.0,normal
287,2025-01-07T07:00,B06-Z01,S0062,1,5,25.29,74.6,67.1,25.65,51.06,688.33,32.55,65.41,2766.93,977.85,39.08,184.26,0.36,38,68.72,6.3,v2.1.3,normal
288,2025-01-07T07:30,B06-Z01,S0110,1,37,21.44,58.54,47.44,23.28,60.55,1266.11,49.2,174.98,1162.08,1520.49,59.1,386.01,1.67,111,8.21,9.3,v2.1.3,ventilation_issue
289,2025-01-07T08:00,B06-Z04,S0075,4,27,27.98,58.08,49.12,26.9,56.82,621.79,24.74,275.77,2943.36,1329.29,27.2,188.57,2.57,89,9.36,4.5,v2.1.3,normal
290,2025-01-07T08:30,B01-Z01,S0021,1,45,21.46,60.47,31.25,18.78,63.18,531.92,15.02,222.58,2979.45,1625.3,31.42,124.43,2.58,42,37.79,6.1,v2.0.1,normal
291,2025-01-07T09:00,B06-Z03,S0096,3,16,26.69,52.8,25.94,25.64,60.87,731.21,11.62,121.86,2128.61,854.12,28.92,219.92,3.43,111,,1.5,v1.1.0,normal
292,2025-01-07T09:30,B01-Z04,S0072,4,28,22.64,60.31,39.87,18.92,62.55,508.27,13.77,435.43,2766.19,1529.63,27.88,183.64,3.71,27,48.77,7.9,v1.0.2,normal
293,2025-01-07T10:00,B05-Z01,S0014,1,7,20.13,54.24,40.31,20.5,59.16,671.45,18.12,231.25,3018.69,1090.12,18.86,150.01,2.99,130,64.73,2.0,v2.0.1,normal
294,2025-01-07T10:30,B03-Z04,S0092,4,43,24.49,74.92,25.61,28.01,70.54,1328.18,41.53,71.61,930.73,872.06,45.23,384.23,0.33,81,75.49,4.1,v1.1.0,ventilation_issue
295,2025-01-07T11:00,B04-Z02,S0008,2,44,18.67,86.51,25.57,18.12,64.55,743.42,13.8,178.69,3026.14,1037.81,39.32,156.12,3.48,136,,6.0,v1.1.0,normal
296,2025-01-07T11:30,B06-Z03,S0052,3,,21.69,69.5,70.18,21.6,58.95,712.93,37.51,342.79,2366.31,878.9,19.93,143.17,0.74,142,22.71,3.3,v2.0.1,normal
297,2025-01-07T12:00,B06-Z01,S0021,1,7,34.03,69.3,33.11,35.02,51.08,559.51,14.95,313.88,2824.78,1635.51,36.04,138.57,1.34,149,36.25,5.6,v1.1.0,normal
298,2025-01-07T12:30,B03-Z04,S0039,4,45,32.13,77.17,62.07,32.42,55.39,501.72,24.73,220.7,2615.32,866.36,35.57,149.74,1.79,135,17.18,4.1,v2.1.3,normal
299,2025-01-07T13:00,B03-Z01,S0075,1,33,25.62,64.8,80.17,24.56,64.47,691.86,27.52,142.93,1977.97,1609.05,32.78,124.23,2.91,105,29.55,1.5,v2.0.1,normal
300,2025-01-07T13:30,B05-Z03,S0038,3,13,20.76,61.72,84.37,18.58,54.72,681.1,28.91,348.47,2625.47,837.98,16.22,208.37,,124,5.41,5.7,v2.1.3,normal
301,2025-01-07T14:00,B03-Z03,S0101,3,39,33.02,82.52,24.3,29.85,57.73,671.35,12.15,150.8,2008.58,1425.53,33.2,119.82,2.19,23,71.2,8.3,v1.0.2,normal
302,2025-01-07T14:30,B05-Z03,S0081,3,1,30.73,70.25,23.66,33.09,64.81,1718.7,33.58,425.11,642.3,1399.78,49.26,346.52,0.37,149,19.62,4.5,v2.0.1,ventilation_issue
303,2025-01-07T15:00,B04-Z01,S0076,1,16,33.52,46.05,45.59,32.01,62.19,524.74,17.19,120.15,1960.5,954.24,17.48,128.5,2.68,15,76.89,3.2,v1.0.2,normal
304,2025-01-07T15:30,B03-Z03,S0019,3,3,23.84,61.9,72.94,20.57,49.05,668.2,34.71,275.72,2490.17,815.83,33.81,152.36,0.4,142,73.1,9.2,v1.0.2,normal
305,2025-01-07T16:00,B02-Z04,S0098,4,27,32.13,58.71,43.47,28.63,57.72,487.14,25.66,276.51,2322.63,1355.1,39.63,196.02,3.14,43,49.66,0.5,v2.1.3,normal
306,2025-01-07T16:30,B03-Z01,S0077,1,8,30.24,89.97,73.97,27.52,61.81,512.83,25.77,449.54,2547.73,1551.34,16.75,119.87,1.04,88,64.16,6.2,v2.1.3,normal
307,2025-01-07T17:00,B03-Z01,S0032,1,35,23.79,54.48,82.13,21.76,63.28,464.13,47.36,334.29,2652.3,865.89,15.11,111.05,2.18,8,51.93,8.5,v2.1.3,normal
308,2025-01-07T17:30,B06-Z02,S0016,2,1,32.63,82.24,40.06,29.69,60.36,650.02,12.12,325.42,2447.77,1487.15,38.41,158.9,0.97,57,50.02,2.6,v2.1.3,normal
309,2025-01-07T18:00,B03-Z04,S0005,4,36,34.28,76.81,29.64,31.46,61.42,550.71,16.63,295.16,2596.74,1593.53,27.35,170.7,2.36,59,10.19,8.4,v2.0.1,normal
310,2025-01-07T18:30,B02-Z03,S0109,3,27,35.86,76.18,52.31,33.38,56.2,569.8,30.41,218.68,2697.35,836.94,38.58,115.7,2.11,58,41.38,0.9,v2.1.3,normal
311,2025-01-07T19:00,B05-Z02,S0058,2,4,25.05,60.06,76.61,25.9,64.81,494.46,38.83,97.72,3140.89,1084.16,37.92,131.66,3.13,65,50.1,2.7,v2.1.3,normal
312,2025-01-07T19:30,B02-Z04,S0044,4,24,32.79,68.39,31.57,32.23,75.0,1538.53,31.13,390.6,957.16,1056.25,38.12,456.43,0.75,111,35.35,1.1,v1.0.2,ventilation_issue
313,2025-01-07T20:00,B05-Z02,S0007,2,21,24.87,49.31,67.64,22.27,56.99,637.71,20.51,323.55,2337.49,891.81,34.88,206.79,,4,47.03,5.9,v1.0.2,normal
314,2025-01-07T20:30,B05-Z03,S0102,3,32,34.28,50.67,50.62,35.41,72.03,1720.85,54.03,354.21,710.14,1062.37,36.1,337.88,3.4,88,11.79,3.1,v1.0.2,ventilation_issue
315,2025-01-07T21:00,B05-Z01,S0076,1,30,20.6,55.68,72.34,19.96,46.09,533.46,42.89,442.95,2696.78,1323.69,20.03,117.52,1.46,108,77.05,3.5,v1.0.2,normal
316,2025-01-07T21:30,B04-Z03,S0113,3,13,18.76,54.87,15.26,19.1,65.76,1723.92,17.02,382.17,1187.67,1104.2,58.81,366.41,,143,,1.5,v2.0.1,ventilation_issue
317,2025-01-07T22:00,B04-Z03,S0025,3,11,34.43,61.2,83.27,31.62,50.68,492.25,31.53,415.15,2044.0,1469.3,36.19,137.06,,29,30.31,3.5,v1.1.0,normal
318,2025-01-07T22:30,B03-Z02,S0059,2,12,32.57,74.74,80.88,34.43,64.95,710.95,45.58,330.8,1891.53,1448.62,18.61,211.66,1.8,49,73.68,8.2,v2.0.1,normal
319,2025-01-07T23:00,B02-Z01,S0042,1,24,29.33,57.6,23.85,28.38,56.68,581.37,12.36,311.58,2898.53,1117.8,34.77,177.64,2.05,124,25.75,6.9,v2.1.3,normal
320,2025-01-07T23:30,B04-Z04,S0035,4,23,29.49,80.58,60.48,26.73,62.9,569.19,22.4,93.06,2106.03,834.97,25.63,151.48,1.33,132,18.41,6.1,v2.1.3,normal
321,2025-01-08T00:00,B04-Z03,S0060,3,5,24.62,67.39,34.11,20.77,53.83,507.66,11.01,421.38,3062.07,970.26,22.36,165.19,0.55,51,,6.6,v2.0.1,normal
322,2025-01-08T00:30,B03-Z02,S0096,2,25,30.3,57.35,64.39,35.29,84.96,1852.38,100.82,380.53,1329.91,1608.77,35.21,361.93,0.34,102,79.14,2.5,v1.1.0,ventilation_issue
323,2025-01-08T01:00,B04-Z04,S0030,4,35,32.15,79.09,65.58,30.92,60.84,523.31,23.37,,2878.18,1224.83,32.45,133.05,3.36,91,59.02,3.6,v2.1.3,normal
324,2025-01-08T01:30,B04-Z02,S0088,2,38,31.73,76.07,35.97,34.25,74.19,1132.21,36.88,212.45,1381.79,1203.56,59.86,399.55,3.62,85,30.91,5.6,v2.1.3,ventilation_issue
325,2025-01-08T02:00,B06-Z01,S0115,1,33,21.09,75.37,27.43,22.05,57.07,428.86,9.87,82.41,3075.88,933.48,24.65,132.65,0.9,29,32.87,1.7,v2.1.3,normal
326,2025-01-08T02:30,B04-Z04,S0096,4,43,35.19,83.96,24.1,32.42,53.64,654.19,10.66,138.66,2645.19,1009.81,38.48,174.62,1.86,85,48.39,8.7,v2.1.3,normal
327,2025-01-08T03:00,B04-Z03,S0060,3,39,31.27,57.96,76.67,30.01,59.01,654.84,29.84,238.55,2658.24,1603.83,35.25,129.26,0.94,62,31.48,8.5,v1.1.0,normal
328,2025-01-08T03:30,B03-Z01,S0113,1,20,23.25,86.23,63.86,23.58,49.35,582.85,38.17,124.29,2573.95,1343.04,39.88,118.42,0.46,119,,3.9,v2.1.3,normal
329,2025-01-08T04:00,B02-Z03,S0051,3,17,22.51,76.91,24.55,22.53,54.28,572.25,7.97,126.53,2719.83,1254.46,32.84,158.15,,101,23.53,2.0,v1.0.2,normal
330,2025-01-08T04:30,B06-Z02,S0035,2,24,24.45,54.75,17.41,24.5,49.32,649.92,9.59,233.15,2936.12,1012.24,31.03,188.81,0.47,62,16.14,2.3,v1.0.2,normal
331,2025-01-08T05:00,B04-Z02,S0004,2,20,24.07,53.65,61.83,31.0,89.41,998.46,45.27,304.45,1401.46,997.55,49.18,204.04,3.57,28,34.23,3.7,v1.1.0,thermal_issue
332,2025-01-08T05:30,B01-Z01,S0052,1,6,18.22,54.57,30.41,18.17,50.57,625.89,9.52,368.59,3039.64,1075.7,25.28,194.43,2.29,100,7.58,6.6,v1.1.0,normal
333,2025-01-08T06:00,B03-Z03,S0023,3,0,33.91,59.31,74.61,32.8,51.7,620.82,35.48,300.38,2335.32,1326.8,31.01,135.57,1.38,16,60.58,1.7,v2.1.3,normal
334,2025-01-08T06:30,B03-Z02,S0026,2,26,21.68,46.71,79.64,21.27,63.92,663.95,31.75,172.5,2189.38,1005.91,31.09,193.65,,139,26.5,1.0,v1.1.0,normal
335,2025-01-08T07:00,B06-Z02,S0090,2,5,28.95,62.17,37.51,27.6,45.12,707.06,12.04,274.05,2069.45,1197.01,30.86,125.57,1.02,43,34.1,7.0,v1.1.0,normal
336,2025-01-08T07:30,B04-Z02,S0023,2,39,23.46,70.94,82.74,20.67,62.25,578.79,48.43,356.53,2303.41,1124.21,24.44,161.78,3.08,22,,7.3,v2.0.1,normal
337,2025-01-08T08:00,B05-Z04,S0069,4,0,31.08,56.58,47.46,29.8,52.5,619.99,15.26,344.84,1991.32,1430.86,26.73,127.02,1.72,99,31.57,4.9,v1.0.2,normal
338,2025-01-08T08:30,B04-Z02,S0114,2,44,34.59,62.32,54.59,31.76,53.73,504.24,31.33,210.28,2811.14,1107.2,27.74,163.75,1.16,8,73.72,6.8,v1.1.0,normal
339,2025-01-08T09:00,B03-Z01,S0078,1,5,30.26,56.44,57.15,31.97,61.83,424.07,30.36,133.64,2702.16,1622.53,37.92,153.74,3.2,98,24.18,5.8,v2.1.3,normal
340,2025-01-08T09:30,B06-Z04,S0112,4,,29.45,79.95,39.11,26.31,59.97,726.91,16.4,331.56,2231.34,1118.45,39.68,199.8,2.59,35,13.65,2.3,v1.1.0,normal
341,2025-01-08T10:00,B05-Z01,S0015,1,10,32.66,53.35,19.13,29.76,60.18,505.59,10.92,93.43,2372.31,999.56,30.67,178.69,0.52,125,,6.6,v1.0.2,normal
342,2025-01-08T10:30,B01-Z01,S0008,1,21,35.19,74.94,70.24,31.44,49.22,681.29,28.99,191.25,2528.1,1107.03,39.05,139.24,1.5,103,19.17,3.9,v1.0.2,normal
343,2025-01-08T11:00,B03-Z04,S0112,4,23,19.8,65.56,63.88,20.15,62.76,465.82,30.7,327.61,3016.61,1342.36,21.99,186.92,2.1,83,0.25,0.6,v2.0.1,normal
344,2025-01-08T11:30,B01-Z02,S0104,2,6,30.2,55.51,48.92,30.64,60.88,534.95,28.46,174.61,3118.07,1528.28,26.9,182.42,0.8,130,45.75,0.8,v2.1.3,normal
345,2025-01-08T12:00,B01-Z03,S0039,3,6,35.93,89.42,47.68,40.31,83.88,1582.17,66.11,339.15,794.68,987.32,39.26,452.19,3.55,66,61.3,6.5,v1.0.2,ventilation_issue
346,2025-01-08T12:30,B06-Z02,S0018,2,24,29.4,67.14,70.69,30.4,65.6,1675.97,122.4,366.18,651.73,1047.33,43.58,447.42,1.83,29,20.73,1.3,v1.1.0,ventilation_issue
347,2025-01-08T13:00,B06-Z04,S0015,4,8,20.29,59.1,41.61,20.71,51.22,614.72,14.85,294.63,2343.4,923.0,25.59,194.84,1.68,76,36.85,8.0,v2.1.3,normal
348,2025-01-08T13:30,B06-Z02,S0059,2,40,23.1,78.62,74.44,24.07,45.69,525.65,33.55,253.06,2764.04,1503.7,21.84,203.24,1.62,54,26.65,8.1,v1.1.0,normal
349,2025-01-08T14:00,B06-Z03,S0095,3,22,33.58,53.06,49.13,31.93,64.69,637.55,27.25,212.51,3187.49,1527.81,28.7,147.12,1.29,101,15.61,1.4,v2.0.1,normal
350,2025-01-08T14:30,B05-Z03,S0111,3,0,33.3,76.93,47.03,33.28,63.44,1795.96,54.65,393.9,715.86,1635.3,40.45,424.77,3.05,44,30.12,8.8,v1.0.2,ventilation_issue
351,2025-01-08T15:00,B03-Z04,S0061,4,11,18.94,89.11,60.51,18.5,64.39,626.9,25.49,206.39,1847.59,1535.16,21.02,163.75,3.08,98,62.22,3.0,v2.1.3,normal
352,2025-01-08T15:30,B03-Z04,S0002,4,30,19.49,67.01,61.82,18.55,45.46,609.08,29.17,334.07,2183.21,1532.88,33.63,197.38,0.74,138,57.1,2.2,v1.0.2,normal
353,2025-01-08T16:00,B04-Z01,S0072,1,38,32.1,68.85,19.48,36.12,73.47,1918.83,28.96,62.08,1202.81,1288.82,40.19,412.2,1.4,42,,1.3,v2.0.1,ventilation_issue
354,2025-01-08T16:30,B01-Z02,S0011,2,28,27.11,61.36,53.11,35.36,90.8,600.04,27.63,251.27,2335.46,1234.0,57.99,251.76,3.49,26,48.49,6.5,v1.0.2,thermal_issue
355,2025-01-08T17:00,B02-Z04,S0005,4,10,23.39,82.47,82.02,23.0,49.32,538.49,27.77,92.47,2671.24,859.97,16.86,138.05,1.79,69,42.87,9.5,v1.1.0,normal
356,2025-01-08T17:30,B06-Z03,S0048,3,43,29.66,68.01,26.48,30.59,51.33,679.97,10.95,85.72,3149.62,1538.53,21.19,139.71,1.57,58,21.86,3.0,v1.0.2,normal
357,2025-01-08T18:00,B04-Z01,S0029,1,38,19.89,86.65,27.3,20.26,51.13,691.04,12.2,78.71,2540.54,1376.14,32.51,205.19,2.93,137,64.49,5.5,v2.1.3,normal
358,2025-01-08T18:30,B04-Z04,S0076,4,38,18.17,68.11,25.88,14.93,52.58,662.69,8.17,238.54,2815.59,1609.72,39.36,187.83,1.54,134,22.95,9.0,v1.1.0,normal
359,2025-01-08T19:00,B03-Z02,S0082,2,31,35.05,63.29,36.89,34.59,61.99,1829.95,64.57,64.17,732.09,1223.13,36.44,424.08,2.67,137,10.91,6.8,v2.1.3,ventilation_issue
360,2025-01-08T19:30,B01-Z01,S0079,1,2,32.97,45.33,44.75,32.18,51.9,748.09,22.3,436.21,3088.64,863.85,39.98,213.94,3.39,35,18.01,5.1,v1.0.2,normal
361,2025-01-08T20:00,B04-Z02,S0064,2,36,24.72,50.1,78.98,22.22,55.78,672.92,26.49,419.99,2218.85,1595.1,22.34,133.44,3.66,125,71.47,1.0,v1.0.2,normal
362,2025-01-08T20:30,B05-Z04,S0059,4,31,24.37,45.23,77.31,21.49,52.09,453.44,34.61,,1918.64,1109.82,27.86,126.91,1.18,47,29.94,5.3,v2.0.1,normal
363,2025-01-08T21:00,B01-Z04,S0057,4,2,25.91,51.29,67.3,21.94,62.67,654.04,22.42,137.61,2198.86,1267.61,18.34,156.32,2.63,33,33.69,3.4,v2.1.3,normal
364,2025-01-08T21:30,B05-Z01,S0093,1,38,33.18,62.5,22.68,32.83,60.53,1255.54,30.62,229.39,1213.91,929.62,40.91,414.96,2.0,131,19.82,2.2,v2.0.1,ventilation_issue
365,2025-01-08T22:00,B01-Z04,S0111,4,9,30.62,74.98,45.04,29.46,60.65,454.01,23.38,111.6,2655.54,1162.36,19.72,204.04,,52,74.33,1.3,v1.0.2,normal
366,2025-01-08T22:30,B04-Z01,S0053,1,15,30.6,89.11,30.52,29.16,46.23,560.93,9.63,78.55,1954.08,1201.25,24.09,213.73,0.48,26,16.96,4.4,v2.0.1,normal
367,2025-01-08T23:00,B04-Z04,S0047,4,17,20.01,75.1,62.81,20.63,47.61,538.99,34.11,209.78,2840.1,1298.58,29.72,176.52,0.76,49,9.63,2.2,v2.1.3,normal
368,2025-01-08T23:30,B01-Z04,S0010,4,35,29.14,58.57,48.19,39.59,81.74,676.84,21.74,409.02,1701.86,1156.15,62.79,265.91,2.81,129,5.42,7.6,v1.1.0,thermal_issue
369,2025-01-09T00:00,B05-Z04,S0036,4,32,20.32,47.05,54.63,21.09,58.88,664.44,22.9,363.96,2758.57,985.14,36.76,216.87,1.25,3,12.8,8.4,v2.1.3,normal
370,2025-01-09T00:30,B05-Z01,S0091,1,8,22.66,83.36,35.75,20.27,47.38,493.9,16.45,368.34,2208.58,801.19,30.99,213.63,1.17,89,42.77,6.2,v2.0.1,normal
371,2025-01-09T01:00,B03-Z03,S0011,3,16,33.91,56.88,24.35,45.25,76.49,1092.63,15.84,269.58,1212.49,1433.9,53.89,244.96,3.02,98,8.52,9.0,v2.0.1,thermal_issue
372,2025-01-09T01:30,B06-Z01,S0082,1,30,21.71,64.9,37.7,18.93,57.6,703.21,15.78,130.79,2424.48,1420.06,33.25,157.73,3.32,73,39.24,0.7,v1.1.0,normal
373,2025-01-09T02:00,B02-Z02,S0105,2,24,28.94,48.13,20.04,26.41,63.18,740.23,6.61,102.91,2537.49,912.35,33.17,198.88,,22,74.77,2.9,v1.0.2,normal
374,2025-01-09T02:30,B01-Z01,S0102,1,44,31.25,60.23,64.52,28.46,54.61,605.74,27.96,272.01,2028.4,887.18,23.29,127.0,,107,43.57,1.8,v1.1.0,normal
375,2025-01-09T03:00,B01-Z01,S0030,1,18,20.65,74.49,30.81,21.92,52.69,711.79,16.85,300.12,1957.37,1313.83,19.24,122.11,3.53,46,71.65,4.4,v2.0.1,normal
376,2025-01-09T03:30,B05-Z04,S0024,4,4,20.7,75.03,36.11,21.61,51.97,454.29,20.76,396.07,2726.42,1179.69,38.32,199.18,3.02,123,11.82,7.8,v1.0.2,normal
377,2025-01-09T04:00,B05-Z03,S0055,3,41,23.01,49.07,84.63,29.69,78.47,759.66,48.2,209.44,2032.11,995.6,55.35,253.16,2.19,22,42.9,5.7,v2.1.3,thermal_issue
378,2025-01-09T04:30,B05-Z01,S0074,1,23,32.6,54.87,21.11,33.77,65.08,1950.6,25.88,398.04,979.14,1626.05,38.34,335.42,1.33,108,68.26,2.7,v1.1.0,ventilation_issue
379,2025-01-09T05:00,B01-Z02,S0096,2,1,35.32,76.68,41.42,31.48,64.3,542.66,21.14,115.1,2727.85,1450.61,16.84,202.12,0.34,121,33.32,7.2,v2.0.1,normal
380,2025-01-09T05:30,B04-Z04,S0053,4,29,25.99,74.02,15.92,22.66,46.2,632.01,7.66,383.51,2043.01,933.28,19.01,153.6,2.06,24,33.89,5.2,v1.1.0,normal
381,2025-01-09T06:00,B06-Z04,S0028,4,3,19.01,62.65,72.58,20.87,57.1,445.48,36.85,312.19,2468.38,1519.62,31.32,154.56,0.68,8,48.26,2.7,v1.1.0,normal
382,2025-01-09T06:30,B05-Z02,S0014,2,2,28.75,79.04,36.64,28.06,57.77,430.68,13.95,96.35,3167.33,1225.18,29.12,172.01,3.73,81,76.7,7.3,v2.0.1,normal
383,2025-01-09T07:00,B02-Z01,S0090,1,43,23.96,85.34,50.25,22.97,60.5,427.82,27.08,405.23,2467.73,1356.09,36.72,114.11,2.81,42,64.6,9.4,v2.0.1,normal
384,2025-01-09T07:30,B04-Z03,S0101,3,31,23.24,73.06,80.81,19.48,59.26,645.35,30.04,65.83,3195.81,1560.86,30.17,215.38,1.38,128,63.79,1.3,v2.0.1,normal
385,2025-01-09T08:00,B02-Z02,S0120,2,7,19.23,70.94,39.74,15.66,59.21,572.04,23.68,250.42,3169.88,1378.5,34.08,158.62,1.3,113,49.57,3.8,v2.0.1,normal
386,2025-01-09T08:30,B03-Z04,S0011,4,18,27.11,56.83,76.29,27.21,57.41,632.48,39.85,282.35,2142.74,1096.6,35.53,110.87,1.08,120,53.53,6.3,v2.1.3,normal
387,2025-01-09T09:00,B01-Z04,S0011,4,29,19.95,88.18,42.79,18.55,53.03,441.28,17.23,,2646.12,826.62,20.32,191.54,1.94,98,25.61,1.1,v2.0.1,normal
388,2025-01-09T09:30,B04-Z02,S0061,2,26,21.81,46.03,68.1,20.35,50.04,478.11,23.33,321.16,2183.47,1090.72,17.04,206.12,3.21,77,72.13,2.0,v2.0.1,normal
389,2025-01-09T10:00,B04-Z02,S0062,2,39,30.4,52.23,63.77,28.53,58.86,548.42,19.32,318.98,2896.3,812.06,29.93,118.56,2.87,118,58.65,8.9,v2.1.3,normal
390,2025-01-09T10:30,B03-Z03,S0015,3,12,30.13,56.83,65.56,35.06,83.58,1957.27,96.43,272.97,1111.13,1625.98,49.46,325.11,1.62,148,76.19,9.1,v2.0.1,ventilation_issue
391,2025-01-09T11:00,B03-Z04,S0003,4,11,23.53,81.86,23.73,22.52,64.98,556.64,9.62,205.52,2959.46,1360.66,25.65,217.15,0.87,112,22.8,6.2,v1.0.2,normal
392,2025-01-09T11:30,B01-Z03,S0104,3,26,19.61,45.74,80.27,19.23,78.75,1723.83,111.6,362.98,1106.82,1098.02,47.58,432.82,0.7,119,76.04,4.2,v2.1.3,ventilation_issue
393,2025-01-09T12:00,B01-Z01,S0048,1,,27.14,57.04,61.11,27.98,82.57,2009.34,92.03,387.9,603.33,1286.36,57.73,324.57,2.89,111,13.63,2.7,v2.1.3,ventilation_issue
394,2025-01-09T12:30,B02-Z03,S0079,3,8,32.91,81.06,55.45,29.68,57.73,742.53,19.52,306.26,3065.84,1269.97,27.93,158.11,3.25,83,20.82,2.3,v1.0.2,normal
395,2025-01-09T13:00,B01-Z01,S0056,1,11,31.86,51.89,58.27,31.12,64.45,608.69,17.92,410.18,2827.84,1468.14,39.59,179.79,2.17,67,62.4,6.4,v2.0.1,normal
396,2025-01-09T13:30,B01-Z03,S0120,3,13,18.42,89.32,75.69,15.09,63.54,460.49,25.93,251.5,2166.79,864.87,19.52,118.51,,108,76.74,3.9,v2.0.1,normal
397,2025-01-09T14:00,B06-Z01,S0117,1,0,20.9,58.44,78.25,20.86,57.62,702.09,26.23,349.26,2279.93,819.58,23.67,219.44,0.97,132,,7.3,v1.1.0,normal
398,2025-01-09T14:30,B03-Z04,S0015,4,31,18.53,51.24,20.84,21.68,63.16,1373.67,22.49,429.07,673.58,1409.79,52.7,411.27,1.18,101,67.68,1.4,v2.0.1,ventilation_issue
399,2025-01-09T15:00,B02-Z02,S0102,2,4,31.0,64.51,46.23,30.58,50.43,525.19,15.36,406.89,2336.26,1545.66,19.99,148.82,1.19,136,48.31,3.7,v1.0.2,normal
